Mês/Ano;Região;Estado;Produção Etanol Hidratado(m³);Produção Etanol Anidro (m³)
abr/24;CENTRO OESTE;Goiás;206405;48314
abr/24;CENTRO OESTE;Mato Grosso;315300;107082
abr/24;CENTRO OESTE;Mato Grosso do Sul;257617;48233
abr/24;NORDESTE;Alagoas;5676;19
abr/24;NORDESTE;Bahia;9474;777
abr/24;NORDESTE;Paraíba;10756;1242
abr/24;NORDESTE;Pernambuco;11924;2265
abr/24;NORTE;Tocantins;12582;
abr/24;SUDESTE;Espírito Santo;648;
abr/24;SUDESTE;Minas Gerais;173781;49860
abr/24;SUDESTE;São Paulo;699831;301080
abr/24;SUL;Paraná;70757;51333
mar/24;CENTRO OESTE;Goiás;54062;4492
mar/24;CENTRO OESTE;Mato Grosso;316941;95326
mar/24;CENTRO OESTE;Mato Grosso do Sul;137632;49836
mar/24;NORDESTE;Alagoas;21935;21226
mar/24;NORDESTE;Paraíba;7392;10068
mar/24;NORDESTE;Pernambuco;21109;3936
mar/24;NORDESTE;Rio Grande do Norte;4915;
mar/24;NORDESTE;Sergipe;5137;845
mar/24;SUDESTE;Minas Gerais;12874;1042
mar/24;SUDESTE;São Paulo;112962;56682
mar/24;SUL;Paraná;33056;4948
mar/24;SUL;Rio Grande do Sul;1;
fev/24;CENTRO OESTE;Goiás;45047;15866
fev/24;CENTRO OESTE;Mato Grosso;269709;117749
fev/24;CENTRO OESTE;Mato Grosso do Sul;70727;48473
fev/24;NORDESTE;Alagoas;31256;31904
fev/24;NORDESTE;Paraíba;8493;12682
fev/24;NORDESTE;Pernambuco;22574;9475
fev/24;NORDESTE;Rio Grande do Norte;14035;607
fev/24;NORDESTE;Sergipe;6825;2851
fev/24;SUDESTE;Minas Gerais;934;
fev/24;SUDESTE;São Paulo;17071;14556
fev/24;SUL;Rio Grande do Sul;1;
jan/24;CENTRO OESTE;Goiás;55299;13162
jan/24;CENTRO OESTE;Mato Grosso;261626;146624
jan/24;CENTRO OESTE;Mato Grosso do Sul;62710;65062
jan/24;NORDESTE;Alagoas;43514;34782
jan/24;NORDESTE;Paraíba;16255;29393
jan/24;NORDESTE;Pernambuco;18586;18982
jan/24;NORDESTE;Rio Grande do Norte;13236;2387
jan/24;NORDESTE;Sergipe;10769;3205
jan/24;NORTE;Pará;;3351
jan/24;SUDESTE;Minas Gerais;1325;
jan/24;SUDESTE;São Paulo;22099;27019
jan/24;SUL;Paraná;100;3840
jan/24;SUL;Rio Grande do Sul;1;
dez/23;CENTRO OESTE;Goiás;141094;44240
dez/23;CENTRO OESTE;Mato Grosso;330355;81197
dez/23;CENTRO OESTE;Mato Grosso do Sul;134471;81209
dez/23;NORDESTE;Alagoas;40226;40032
dez/23;NORDESTE;Bahia;5990;2440
dez/23;NORDESTE;Paraíba;26393;27642
dez/23;NORDESTE;Pernambuco;24624;22868
dez/23;NORDESTE;Rio Grande do Norte;13113;5709
dez/23;NORDESTE;Sergipe;9909;3698
dez/23;NORTE;Pará;;6776
dez/23;SUDESTE;Espírito Santo;3;2437
dez/23;SUDESTE;Minas Gerais;63976;23715
dez/23;SUDESTE;São Paulo;426861;223407
dez/23;SUL;Paraná;24713;13047
dez/23;SUL;Rio Grande do Sul;1;
nov/23;CENTRO OESTE;Goiás;306873;96747
nov/23;CENTRO OESTE;Mato Grosso;305546;123933
nov/23;CENTRO OESTE;Mato Grosso do Sul;220769;93924
nov/23;NORDESTE;Alagoas;41025;34078
nov/23;NORDESTE;Bahia;26851;11904
nov/23;NORDESTE;Maranhão;148;5695
nov/23;NORDESTE;Paraíba;24970;33938
nov/23;NORDESTE;Pernambuco;29254;20762
nov/23;NORDESTE;Piauí;1100;6081
nov/23;NORDESTE;Rio Grande do Norte;15004;7484
nov/23;NORDESTE;Sergipe;10128;3163
nov/23;NORTE;Amazonas;1708;
nov/23;NORTE;Pará;3076;4045
nov/23;NORTE;Tocantins;1752;2582
nov/23;SUDESTE;Espírito Santo;3166;4846
nov/23;SUDESTE;Minas Gerais;166946;110086
nov/23;SUDESTE;Rio de Janeiro;3200;
nov/23;SUDESTE;São Paulo;792974;579515
nov/23;SUL;Paraná;50426;39890
nov/23;SUL;Rio Grande do Sul;2;
out/23;CENTRO OESTE;Goiás;477040;136252
out/23;CENTRO OESTE;Mato Grosso;367563;190928
out/23;CENTRO OESTE;Mato Grosso do Sul;249647;141428
out/23;NORDESTE;Alagoas;31365;39419
out/23;NORDESTE;Bahia;36817;19291
out/23;NORDESTE;Maranhão;3514;18566
out/23;NORDESTE;Paraíba;17888;39566
out/23;NORDESTE;Pernambuco;23080;23849
out/23;NORDESTE;Piauí;1221;7364
out/23;NORDESTE;Rio Grande do Norte;14359;8332
out/23;NORDESTE;Sergipe;8538;3059
out/23;NORTE;Amazonas;2628;
out/23;NORTE;Pará;2555;2817
out/23;NORTE;Tocantins;10079;12997
out/23;SUDESTE;Espírito Santo;998;9341
out/23;SUDESTE;Minas Gerais;221150;163074
out/23;SUDESTE;Rio de Janeiro;7314;
out/23;SUDESTE;São Paulo;833425;655275
out/23;SUL;Paraná;64887;60369
out/23;SUL;Rio Grande do Sul;3;
set/23;CENTRO OESTE;Goiás;612648;169834
set/23;CENTRO OESTE;Mato Grosso;331767;229349
set/23;CENTRO OESTE;Mato Grosso do Sul;321685;117070
set/23;NORDESTE;Alagoas;20321;8161
set/23;NORDESTE;Bahia;32744;18945
set/23;NORDESTE;Maranhão;6638;27077
set/23;NORDESTE;Paraíba;18125;35077
set/23;NORDESTE;Pernambuco;14714;9007
set/23;NORDESTE;Piauí;2239;7085
set/23;NORDESTE;Rio Grande do Norte;10066;7809
set/23;NORDESTE;Sergipe;3740;186
set/23;NORTE;Amazonas;1465;
set/23;NORTE;Pará;2579;4502
set/23;NORTE;Tocantins;9287;18065
set/23;SUDESTE;Espírito Santo;732;10654
set/23;SUDESTE;Minas Gerais;291077;182137
set/23;SUDESTE;Rio de Janeiro;14559;
set/23;SUDESTE;São Paulo;1085232;847921
set/23;SUL;Paraná;63071;97578
set/23;SUL;Rio Grande do Sul;3;
ago/23;CENTRO OESTE;Goiás;665496;167493
ago/23;CENTRO OESTE;Mato Grosso;345249;227672
ago/23;CENTRO OESTE;Mato Grosso do Sul;378912;119057
ago/23;NORDESTE;Alagoas;855;
ago/23;NORDESTE;Bahia;32894;22560
ago/23;NORDESTE;Maranhão;6067;28060
ago/23;NORDESTE;Paraíba;15038;28780
ago/23;NORDESTE;Pernambuco;6230;353
ago/23;NORDESTE;Piauí;2945;7167
ago/23;NORDESTE;Rio Grande do Norte;6011;5877
ago/23;NORTE;Amazonas;1004;
ago/23;NORTE;Pará;2317;7117
ago/23;NORTE;Tocantins;13317;18165
ago/23;SUDESTE;Espírito Santo;1285;11111
ago/23;SUDESTE;Minas Gerais;303829;207886
ago/23;SUDESTE;Rio de Janeiro;19136;
ago/23;SUDESTE;São Paulo;1149446;909066
ago/23;SUL;Paraná;63437;113819
ago/23;SUL;Rio Grande do Sul;2;
jul/23;CENTRO OESTE;Goiás;658603;184392
jul/23;CENTRO OESTE;Mato Grosso;326237;253123
jul/23;CENTRO OESTE;Mato Grosso do Sul;376958;147575
jul/23;NORDESTE;Bahia;28224;25163
jul/23;NORDESTE;Maranhão;5522;27427
jul/23;NORDESTE;Paraíba;5192;627
jul/23;NORDESTE;Piauí;5245;4603
jul/23;NORTE;Pará;1886;7506
jul/23;NORTE;Tocantins;13061;18646
jul/23;SUDESTE;Espírito Santo;1385;10841
jul/23;SUDESTE;Minas Gerais;308189;205967
jul/23;SUDESTE;Rio de Janeiro;19991;
jul/23;SUDESTE;São Paulo;1088325;946078
jul/23;SUL;Paraná;72780;121228
jul/23;SUL;Rio Grande do Sul;3;
jun/23;CENTRO OESTE;Goiás;523622;194109
jun/23;CENTRO OESTE;Mato Grosso;322690;219175
jun/23;CENTRO OESTE;Mato Grosso do Sul;243159;167188
jun/23;NORDESTE;Bahia;29577;23820
jun/23;NORDESTE;Maranhão;1808;21360
jun/23;NORDESTE;Piauí;1567;541
jun/23;NORTE;Pará;2435;5699
jun/23;NORTE;Tocantins;9255;14878
jun/23;SUDESTE;Espírito Santo;1188;12737
jun/23;SUDESTE;Minas Gerais;241665;201894
jun/23;SUDESTE;Rio de Janeiro;7506;
jun/23;SUDESTE;São Paulo;798927;770571
jun/23;SUL;Paraná;58094;96618
jun/23;SUL;Rio Grande do Sul;0;
mai/23;CENTRO OESTE;Goiás;497053;157108
mai/23;CENTRO OESTE;Mato Grosso;328143;194021
mai/23;CENTRO OESTE;Mato Grosso do Sul;281040;166670
mai/23;NORDESTE;Alagoas;14882;6303
mai/23;NORDESTE;Bahia;24664;15492
mai/23;NORDESTE;Maranhão;6;8447
mai/23;NORDESTE;Paraíba;1762;432
mai/23;NORDESTE;Pernambuco;427;2143
mai/23;NORDESTE;Sergipe;452;
mai/23;NORTE;Pará;684;143
mai/23;NORTE;Tocantins;9245;16567
mai/23;SUDESTE;Espírito Santo;1869;9319
mai/23;SUDESTE;Minas Gerais;244869;179264
mai/23;SUDESTE;Rio de Janeiro;3590;
mai/23;SUDESTE;São Paulo;963800;896228
mai/23;SUL;Paraná;71932;100365
abr/23;CENTRO OESTE;Goiás;194057;57769
abr/23;CENTRO OESTE;Mato Grosso;264346;112920
abr/23;CENTRO OESTE;Mato Grosso do Sul;175146;68368
abr/23;NORDESTE;Alagoas;24475;22350
abr/23;NORDESTE;Bahia;17550;5350
abr/23;NORDESTE;Maranhão;;353
abr/23;NORDESTE;Paraíba;6737;6904
abr/23;NORDESTE;Pernambuco;9882;6181
abr/23;NORDESTE;Sergipe;6588;620
abr/23;NORTE;Tocantins;14609;6134
abr/23;SUDESTE;Espírito Santo;244;6032
abr/23;SUDESTE;Minas Gerais;118802;49951
abr/23;SUDESTE;São Paulo;417878;253671
abr/23;SUL;Paraná;44469;50767
mar/23;CENTRO OESTE;Goiás;57301;15474
mar/23;CENTRO OESTE;Mato Grosso;204355;116795
mar/23;CENTRO OESTE;Mato Grosso do Sul;75450;59056
mar/23;NORDESTE;Alagoas;24125;35963
mar/23;NORDESTE;Bahia;609;
mar/23;NORDESTE;Paraíba;14007;15606
mar/23;NORDESTE;Pernambuco;16889;23412
mar/23;NORDESTE;Rio Grande do Norte;4764;3131
mar/23;NORDESTE;Sergipe;9755;2720
mar/23;NORTE;Tocantins;4070;
mar/23;SUDESTE;Minas Gerais;10450;6066
mar/23;SUDESTE;São Paulo;81070;18866
mar/23;SUL;Paraná;4886;10692
mar/23;SUL;Rio Grande do Sul;3;
fev/23;CENTRO OESTE;Goiás;19756;4132
fev/23;CENTRO OESTE;Mato Grosso;149387;108966
fev/23;CENTRO OESTE;Mato Grosso do Sul;40606;35431
fev/23;NORDESTE;Alagoas;25590;36135
fev/23;NORDESTE;Bahia;500;
fev/23;NORDESTE;Paraíba;13182;31402
fev/23;NORDESTE;Pernambuco;20241;20274
fev/23;NORDESTE;Rio Grande do Norte;8698;6537
fev/23;NORDESTE;Sergipe;10875;2844
fev/23;SUDESTE;Minas Gerais;3046;
fev/23;SUDESTE;São Paulo;1524;3030
fev/23;SUL;Paraná;;4081
fev/23;SUL;Rio Grande do Sul;2;
jan/23;CENTRO OESTE;Goiás;33068;5448
jan/23;CENTRO OESTE;Mato Grosso;144904;124028
jan/23;CENTRO OESTE;Mato Grosso do Sul;49039;63891
jan/23;NORDESTE;Alagoas;25470;40986
jan/23;NORDESTE;Bahia;422;
jan/23;NORDESTE;Paraíba;10669;45353
jan/23;NORDESTE;Pernambuco;19960;31874
jan/23;NORDESTE;Rio Grande do Norte;12943;8440
jan/23;NORDESTE;Sergipe;11322;3292
jan/23;SUDESTE;Minas Gerais;664;
jan/23;SUDESTE;São Paulo;5121;3283
jan/23;SUL;Paraná;409;3663
jan/23;SUL;Rio Grande do Sul;1;
dez/22;CENTRO OESTE;Goiás;53960;3952
dez/22;CENTRO OESTE;Mato Grosso;172272;137742
dez/22;CENTRO OESTE;Mato Grosso do Sul;100734;118772
dez/22;NORDESTE;Alagoas;27381;32527
dez/22;NORDESTE;Bahia;4107;5208
dez/22;NORDESTE;Paraíba;19421;47411
dez/22;NORDESTE;Pernambuco;23450;32296
dez/22;NORDESTE;Piauí;2520;
dez/22;NORDESTE;Rio Grande do Norte;14989;6560
dez/22;NORDESTE;Sergipe;14237;2400
dez/22;SUDESTE;Minas Gerais;15653;11176
dez/22;SUDESTE;São Paulo;100966;38785
dez/22;SUL;Paraná;31137;38452
dez/22;SUL;Rio Grande do Sul;2;
nov/22;CENTRO OESTE;Goiás;218996;53234
nov/22;CENTRO OESTE;Mato Grosso;194552;125359
nov/22;CENTRO OESTE;Mato Grosso do Sul;176793;163492
nov/22;NORDESTE;Alagoas;27182;32065
nov/22;NORDESTE;Bahia;17019;10530
nov/22;NORDESTE;Maranhão;5;4168
nov/22;NORDESTE;Paraíba;27097;36932
nov/22;NORDESTE;Pernambuco;19506;29346
nov/22;NORDESTE;Piauí;4702;2334
nov/22;NORDESTE;Rio Grande do Norte;14856;5726
nov/22;NORDESTE;Sergipe;10802;3152
nov/22;NORTE;Amazonas;578;
nov/22;NORTE;Pará;1626;5652
nov/22;NORTE;Tocantins;9855;3943
nov/22;SUDESTE;Espírito Santo;54;2610
nov/22;SUDESTE;Minas Gerais;75920;86404
nov/22;SUDESTE;São Paulo;486635;460012
nov/22;SUL;Paraná;58195;94274
nov/22;SUL;Rio Grande do Sul;2;
out/22;CENTRO OESTE;Goiás;408739;108447
out/22;CENTRO OESTE;Mato Grosso;229892;174639
out/22;CENTRO OESTE;Mato Grosso do Sul;161740;136663
out/22;NORDESTE;Alagoas;31702;33969
out/22;NORDESTE;Bahia;34062;21248
out/22;NORDESTE;Maranhão;1997;22800
out/22;NORDESTE;Paraíba;23438;40723
out/22;NORDESTE;Pernambuco;17390;32536
out/22;NORDESTE;Piauí;957;6986
out/22;NORDESTE;Rio Grande do Norte;11458;6882
out/22;NORDESTE;Sergipe;10508;3168
out/22;NORTE;Amazonas;2127;
out/22;NORTE;Pará;1989;7619
out/22;NORTE;Tocantins;11956;16610
out/22;SUDESTE;Espírito Santo;1636;7469
out/22;SUDESTE;Minas Gerais;134844;154843
out/22;SUDESTE;Rio de Janeiro;2989;
out/22;SUDESTE;São Paulo;659019;723883
out/22;SUL;Paraná;46140;60792
out/22;SUL;Rio Grande do Sul;2;
set/22;CENTRO OESTE;Goiás;580228;142077
set/22;CENTRO OESTE;Mato Grosso;275380;174211
set/22;CENTRO OESTE;Mato Grosso do Sul;230994;137939
set/22;NORDESTE;Alagoas;18488;10775
set/22;NORDESTE;Bahia;23842;25638
set/22;NORDESTE;Maranhão;2728;20559
set/22;NORDESTE;Paraíba;18427;40650
set/22;NORDESTE;Pernambuco;11448;18124
set/22;NORDESTE;Piauí;894;7110
set/22;NORDESTE;Rio Grande do Norte;8907;6794
set/22;NORDESTE;Sergipe;2872;159
set/22;NORTE;Amazonas;1108;
set/22;NORTE;Pará;1906;7814
set/22;NORTE;Tocantins;11062;14056
set/22;SUDESTE;Espírito Santo;2564;10385
set/22;SUDESTE;Minas Gerais;228789;186471
set/22;SUDESTE;Rio de Janeiro;13397;
set/22;SUDESTE;São Paulo;747731;745227
set/22;SUL;Paraná;49361;66094
set/22;SUL;Rio Grande do Sul;1;
ago/22;CENTRO OESTE;Goiás;652407;208582
ago/22;CENTRO OESTE;Mato Grosso;275559;171115
ago/22;CENTRO OESTE;Mato Grosso do Sul;257052;144470
ago/22;NORDESTE;Bahia;25956;27269
ago/22;NORDESTE;Maranhão;2737;21108
ago/22;NORDESTE;Paraíba;9359;30765
ago/22;NORDESTE;Pernambuco;4107;1392
ago/22;NORDESTE;Piauí;1726;7466
ago/22;NORDESTE;Rio Grande do Norte;5188;1708
ago/22;NORTE;Amazonas;772;
ago/22;NORTE;Pará;2054;7130
ago/22;NORTE;Tocantins;14012;16286
ago/22;SUDESTE;Espírito Santo;1695;15232
ago/22;SUDESTE;Minas Gerais;290160;213878
ago/22;SUDESTE;Rio de Janeiro;19605;
ago/22;SUDESTE;São Paulo;1012178;908846
ago/22;SUL;Paraná;60588;79028
jul/22;CENTRO OESTE;Goiás;648001;192068
jul/22;CENTRO OESTE;Mato Grosso;279487;203092
jul/22;CENTRO OESTE;Mato Grosso do Sul;312056;174244
jul/22;NORDESTE;Bahia;34368;22037
jul/22;NORDESTE;Maranhão;2892;21399
jul/22;NORDESTE;Paraíba;2378;3665
jul/22;NORDESTE;Piauí;4409;4019
jul/22;NORTE;Pará;2126;6016
jul/22;NORTE;Tocantins;17102;13902
jul/22;SUDESTE;Espírito Santo;2598;16917
jul/22;SUDESTE;Minas Gerais;277944;216124
jul/22;SUDESTE;Rio de Janeiro;26801;
jul/22;SUDESTE;São Paulo;1145811;982415
jul/22;SUL;Paraná;91956;103313
jun/22;CENTRO OESTE;Goiás;558810;149066
jun/22;CENTRO OESTE;Mato Grosso;249094;187190
jun/22;CENTRO OESTE;Mato Grosso do Sul;249786;144598
jun/22;NORDESTE;Bahia;31351;11969
jun/22;NORDESTE;Maranhão;1474;18081
jun/22;NORDESTE;Piauí;1910;
jun/22;NORTE;Pará;1617;5306
jun/22;NORTE;Tocantins;19435;12549
jun/22;SUDESTE;Espírito Santo;3247;15654
jun/22;SUDESTE;Minas Gerais;255247;180970
jun/22;SUDESTE;Rio de Janeiro;27385;
jun/22;SUDESTE;São Paulo;931671;810273
jun/22;SUL;Paraná;63107;53569
jun/22;SUL;Rio Grande do Sul;1;
mai/22;CENTRO OESTE;Goiás;523939;183521
mai/22;CENTRO OESTE;Mato Grosso;285142;124887
mai/22;CENTRO OESTE;Mato Grosso do Sul;242113;106652
mai/22;NORDESTE;Bahia;23907;8192
mai/22;NORDESTE;Maranhão;1016;18754
mai/22;NORDESTE;Pernambuco;88;
mai/22;NORTE;Pará;1208;711
mai/22;NORTE;Tocantins;10540;15450
mai/22;SUDESTE;Espírito Santo;2801;13714
mai/22;SUDESTE;Minas Gerais;249993;139097
mai/22;SUDESTE;Rio de Janeiro;18356;
mai/22;SUDESTE;São Paulo;982010;707557
mai/22;SUL;Paraná;74890;68568
mai/22;SUL;Rio Grande do Sul;1;
abr/22;CENTRO OESTE;Goiás;266133;35953
abr/22;CENTRO OESTE;Mato Grosso;229911;44761
abr/22;CENTRO OESTE;Mato Grosso do Sul;153914;26441
abr/22;NORDESTE;Alagoas;3252;
abr/22;NORDESTE;Bahia;7754;452
abr/22;NORDESTE;Maranhão;5;3387
abr/22;NORDESTE;Paraíba;4028;
abr/22;NORDESTE;Pernambuco;3032;1119
abr/22;NORTE;Tocantins;18001;378
abr/22;SUDESTE;Espírito Santo;1572;5752
abr/22;SUDESTE;Minas Gerais;132726;37895
abr/22;SUDESTE;Rio de Janeiro;1635;
abr/22;SUDESTE;São Paulo;354980;175177
abr/22;SUL;Paraná;19262;18283
mar/22;CENTRO OESTE;Goiás;63604;899
mar/22;CENTRO OESTE;Mato Grosso;183684;78150
mar/22;CENTRO OESTE;Mato Grosso do Sul;27231;11790
mar/22;NORDESTE;Alagoas;31852;7606
mar/22;NORDESTE;Paraíba;10681;
mar/22;NORDESTE;Pernambuco;10149;5490
mar/22;NORDESTE;Sergipe;1542;
mar/22;NORTE;Tocantins;4438;
mar/22;SUDESTE;Minas Gerais;6160;
mar/22;SUDESTE;São Paulo;5254;
mar/22;SUL;Paraná;692;3170
fev/22;CENTRO OESTE;Goiás;36997;2882
fev/22;CENTRO OESTE;Mato Grosso;173170;69473
fev/22;NORDESTE;Alagoas;33547;24428
fev/22;NORDESTE;Paraíba;4202;6956
fev/22;NORDESTE;Pernambuco;31143;12893
fev/22;NORDESTE;Sergipe;9254;2453
fev/22;SUDESTE;Minas Gerais;655;
fev/22;SUDESTE;São Paulo;9960;40
fev/22;SUL;Paraná;641;2328
jan/22;CENTRO OESTE;Goiás;25726;6303
jan/22;CENTRO OESTE;Mato Grosso;194898;75859
jan/22;NORDESTE;Alagoas;34929;35204
jan/22;NORDESTE;Paraíba;11508;24220
jan/22;NORDESTE;Pernambuco;37269;17960
jan/22;NORDESTE;Rio Grande do Norte;7345;1396
jan/22;NORDESTE;Sergipe;14470;4088
jan/22;NORTE;Amazonas;1310;
jan/22;SUDESTE;Minas Gerais;3;
jan/22;SUDESTE;São Paulo;10328;3002
jan/22;SUL;Paraná;2295;1416
jan/22;SUL;Rio Grande do Sul;1;
dez/21;CENTRO OESTE;Goiás;56261;10776
dez/21;CENTRO OESTE;Mato Grosso;198026;72725
dez/21;CENTRO OESTE;Mato Grosso do Sul;1644;83
dez/21;NORDESTE;Alagoas;39152;33758
dez/21;NORDESTE;Bahia;515;1112
dez/21;NORDESTE;Maranhão;;5696
dez/21;NORDESTE;Paraíba;18141;37760
dez/21;NORDESTE;Pernambuco;44666;19850
dez/21;NORDESTE;Piauí;3159;
dez/21;NORDESTE;Rio Grande do Norte;14336;2752
dez/21;NORDESTE;Sergipe;14765;5162
dez/21;NORTE;Amazonas;1180;
dez/21;NORTE;Pará;334;5416
dez/21;SUDESTE;Espírito Santo;438;208
dez/21;SUDESTE;Minas Gerais;2382;4756
dez/21;SUDESTE;Rio de Janeiro;182;
dez/21;SUDESTE;São Paulo;20655;9782
dez/21;SUL;Paraná;2786;6747
nov/21;CENTRO OESTE;Goiás;164522;45687
nov/21;CENTRO OESTE;Mato Grosso;221630;87697
nov/21;CENTRO OESTE;Mato Grosso do Sul;64005;38243
nov/21;NORDESTE;Alagoas;39730;41128
nov/21;NORDESTE;Bahia;10671;13445
nov/21;NORDESTE;Maranhão;5;12145
nov/21;NORDESTE;Paraíba;22080;43935
nov/21;NORDESTE;Pernambuco;37120;33696
nov/21;NORDESTE;Piauí;2116;3522
